Waybill Date,Origin,Origin-St,Destination,Destination-St,Commodity,Railcars-Containers,Rail-Miles,Net-Weight-Tons,Metric-Tonnes,Rail-km,Rail-GHG-Emissions-Tonnes,Truck-GHG-Emissions-Tonnes
2024-08-16,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Bison,1,2457.7,6,5.44,3955.18,0.27,1.66
2024-08-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Shrubs,1,2757.8,14,12.7,4438.13,0.72,4.35
2024-09-25,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Tomatoes,1,1101.2,5,4.54,1772.16,0.1,0.62
2024-10-04,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Monarda,1,764.1,27,24.49,1229.67,0.38,2.33
2024-08-27,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Pepper,1,3073.8,6,5.44,4946.67,0.34,2.08
2024-08-27,ROBERTS BANK,BC,MALPORT,ON,Buckwheat,1,2765.7,27,24.49,4450.84,1.39,8.42
2024-08-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Honey,1,2757.8,20,18.14,4438.13,1.03,6.22
2024-09-16,ROBERTS BANK,BC,ARCADIA,WI,Mustard leaves,1,2255.4,4,3.63,3629.62,0.17,1.02
2024-08-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Seeds and bulbs,1,2757.8,18,16.33,4438.13,0.92,5.6
2024-09-16,ROBERTS BANK,BC,ARCADIA,WI,Cabbage,1,2255.4,6,5.44,3629.62,0.25,1.53
2024-08-20,FAIRVIEW COVE IMPEX,NS,VANCOUVER INTER TER,BC,Millet,1,3795.3,7,6.35,6107.78,0.49,2.99
2024-08-20,FAIRVIEW COVE IMPEX,NS,VANCOUVER INTER TER,BC,Safflower,1,3795.3,7,6.35,6107.78,0.49,2.99
2024-08-27,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Broccoli,1,2757.8,10,9.07,4438.13,0.51,3.11
2024-08-16,ROBERTS BANK,BC,ARCADIA,WI,"Chickens, eggs for consumption",1,2255.4,6,5.44,3629.62,0.25,1.53
2024-08-27,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Swine,1,2457.7,3,2.72,3955.18,0.14,0.83
2024-08-16,ROBERTS BANK,BC,MEMPHIS INTER TERM,TN,Emus,1,2931.1,7,6.35,4717.02,0.38,2.31
2024-09-17,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Ostriches,1,764.1,28,25.4,1229.67,0.4,2.41
2024-08-16,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Ducks,1,2457.7,16,14.52,3955.18,0.73,4.43
2024-08-09,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Custom feedlot operator income (non-itemized invoices) – Qualifying prepared feed,1,3073.8,23,20.87,4946.67,1.32,7.97
2024-09-24,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,"Chickens, eggs (non-supply managed)",1,764.1,27,24.49,1229.67,0.38,2.33
2024-09-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Livestock owners custom feeding expense (itemized) – Qualifying feed and protein supplements,1,2757.8,3,2.72,4438.13,0.15,0.93
2024-08-06,ROBERTS BANK,BC,MALPORT,ON,Lavender,1,2765.7,6,5.44,4450.84,0.31,1.87
2024-08-29,FAIRVIEW COVE IMPEX,NS,MALPORT,ON,Swiss chard,1,1100.3,8,7.26,1770.71,0.16,0.99
2024-09-19,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Pepper,1,1101.2,8,7.26,1772.16,0.16,0.99
2024-08-09,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Spinach,1,3073.8,7,6.35,4946.67,0.4,2.43
2024-08-27,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,"Chickens, eggs for consumption",1,2757.8,26,23.59,4438.13,1.34,8.08
2024-09-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Deferred bovine cattle,1,2757.8,12,10.89,4438.13,0.62,3.73
2024-09-16,ROBERTS BANK,BC,MALPORT,ON,Gherkins,1,2765.7,6,5.44,4450.84,0.31,1.87
2024-08-08,SASKATOON INTER TER,SK,FAIRVIEW COVE IMPEX,NS,Alpacas,1,2744.5,29,26.31,4416.72,1.48,8.97
2024-09-03,MALPORT,ON,ROBERTS BANK,BC,Parsley,1,2758.5,29,26.31,4439.25,1.49,9.02
2024-09-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Trees (fruit and ornamental),1,2757.8,9,8.16,4438.13,0.46,2.8
2024-08-06,ROBERTS BANK,BC,MEMPHIS INTER TERM,TN,Collards,1,2931.1,11,9.98,4717.02,0.6,3.63
2024-08-06,ROBERTS BANK,BC,ARCADIA,WI,Milk and cream (non-supply managed),1,2255.4,4,3.63,3629.62,0.17,1.02
2024-08-16,ROBERTS BANK,BC,ARCADIA,WI,Watercress,1,2255.4,8,7.26,3629.62,0.34,2.03
2024-08-09,ROBERTS BANK,BC,MALPORT,ON,Emus,1,2765.7,6,5.44,4450.84,0.31,1.87
2024-09-08,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Chinese vegetables,1,1101.2,19,17.24,1772.16,0.39,2.36
2024-09-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Chives,1,2757.8,5,4.54,4438.13,0.26,1.55
2024-08-16,ROBERTS BANK,BC,ARCADIA,WI,Tomatoes,1,2255.4,6,5.44,3629.62,0.25,1.53
2024-09-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Leeks,1,2757.8,6,5.44,4438.13,0.31,1.87
2024-08-09,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Stevia,1,2457.7,5,4.54,3955.18,0.23,1.39
2024-08-09,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Broccoflower,1,3073.8,12,10.89,4946.67,0.69,4.16
2024-10-01,FAIRVIEW COVE IMPEX,NS,VANCOUVER INTER TER,BC,Prepared feed and protein supplements (itemized),1,3795.3,25,22.68,6107.78,1.77,10.7
2024-08-16,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Deferred bovine cattle,1,2457.7,11,9.98,3955.18,0.5,3.05
2024-09-10,FAIRVIEW COVE IMPEX,NS,MALPORT,ON,Cabbage,1,1100.3,23,20.87,1770.71,0.47,2.85
2024-09-16,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Witloof chicory,1,3073.8,13,11.79,4946.67,0.74,4.5
2024-08-23,FAIRVIEW COVE IMPEX,NS,MONTREAL TASCH YARD,PQ,Spinach,1,764.1,25,22.68,1229.67,0.36,2.15
2024-08-02,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Pheasants,1,1101.2,23,20.87,1772.16,0.47,2.86
2024-08-27,ROBERTS BANK,BC,CALGARY LOG PARK,AB,Rabbits,1,978.5,24,21.77,1574.7,0.44,2.65
2024-08-27,ROBERTS BANK,BC,CALGARY LOG PARK,AB,Tobacco,1,978.5,24,21.77,1574.7,0.44,2.65
2024-08-15,CALGARY LOG PARK,AB,FAIRVIEW COVE IMPEX,NS,Prepared feed and protein supplements (itemized),1,3268.7,25,22.68,5260.32,1.52,9.21
2024-08-09,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Sweet potatoes/Yams,1,2737.3,2,1.81,4405.14,0.1,0.62
2024-09-24,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Trees (cultivated Christmas),1,1101.2,3,2.72,1772.16,0.06,0.37
2024-08-06,ROBERTS BANK,BC,CALGARY LOG PARK,AB,Wheat,1,978.5,23,20.87,1574.7,0.42,2.54
2024-08-28,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,"Grain (pellets, screenings, silage)",1,1101.2,1,0.91,1772.16,0.02,0.12
2024-08-27,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Endive,1,3073.8,5,4.54,4946.67,0.29,1.73
2024-10-04,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Barley,1,1101.2,22,19.96,1772.16,0.45,2.73
2024-08-27,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Canadian Wheat Board payments,1,2757.8,4,3.63,4438.13,0.21,1.24
2024-09-09,FAIRVIEW COVE IMPEX,NS,MONTREAL TASCH YARD,PQ,Cumin,1,764.1,26,23.59,1229.67,0.37,2.24
2024-08-27,ROBERTS BANK,BC,EDMONTON INTER TERM,AB,Coriander,1,766.3,19,17.24,1233.21,0.27,1.64
2024-09-24,MALPORT,ON,ROBERTS BANK,BC,Collards,1,2758.5,18,16.33,4439.25,0.93,5.6
2024-08-28,FAIRVIEW COVE IMPEX,NS,EDMONTON INTER TERM,AB,Fenugreek,1,3061.3,24,21.77,4926.55,1.37,8.28
2024-08-03,CALGARY LOG PARK,AB,FAIRVIEW COVE IMPEX,NS,Straw,1,3268.7,27,24.49,5260.32,1.64,9.95
2024-09-22,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Melons,1,1101.2,11,9.98,1772.16,0.23,1.37
2024-08-09,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,"Chickens, eggs (non-supply managed)",1,2757.8,19,17.24,4438.13,0.98,5.91
2024-08-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Quinoa,1,2757.8,26,23.59,4438.13,1.34,8.08
2024-09-05,MALPORT,ON,ROBERTS BANK,BC,Caraway seed,1,2758.5,18,16.33,4439.25,0.93,5.6
2024-08-06,ROBERTS BANK,BC,EDMONTON INTER TERM,AB,Oats,1,766.3,20,18.14,1233.21,0.29,1.73
2024-08-21,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Corn,1,764.1,26,23.59,1229.67,0.37,2.24
2024-10-01,FAIRVIEW COVE IMPEX,NS,VANCOUVER INTER TER,BC,Soybeans,1,3795.3,24,21.77,6107.78,1.7,10.27
2024-08-14,FAIRVIEW COVE IMPEX,NS,EDMONTON INTER TERM,AB,Peppers,1,3061.3,23,20.87,4926.55,1.31,7.94
2024-09-06,ROBERTS BANK,BC,MALPORT,ON,Quail,1,2765.7,23,20.87,4450.84,1.19,7.17
2024-08-01,FAIRVIEW COVE IMPEX,NS,MONTREAL TASCH YARD,PQ,Mint,1,764.1,26,23.59,1229.67,0.37,2.24
2024-09-16,ROBERTS BANK,BC,WINNIPEG SYMING YAR,MB,Custom feedlot operator income (itemized invoices) – Qualifying feed and protein supplements,1,1566.3,24,21.77,2520.65,0.7,4.24
2024-08-06,ROBERTS BANK,BC,SASKATOON INTER TER,SK,Carrots,1,1089.9,24,21.77,1753.98,0.49,2.95
2024-09-23,SASKATOON INTER TER,SK,FAIRVIEW COVE IMPEX,NS,Oilseed radish,1,2744.5,27,24.49,4416.72,1.38,8.35
2024-10-01,FAIRVIEW COVE IMPEX,NS,WINNIPEG SYMING YAR,MB,Witloof chicory,1,2261.8,17,15.42,3639.91,0.72,4.33
2024-08-29,WINNIPEG SYMING YAR,MB,FAIRVIEW COVE IMPEX,NS,Quail,1,2270.5,15,13.61,3653.92,0.63,3.84
2024-09-27,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Other custom feeding income (itemized),1,1101.2,23,20.87,1772.16,0.47,2.86
2024-08-09,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Oats,1,3073.8,17,15.42,4946.67,0.97,5.89
2024-10-02,REGINA INTER TERM,SK,FAIRVIEW COVE IMPEX,NS,Camelina,1,2654.1,27,24.49,4271.24,1.34,8.08
2024-09-06,ROBERTS BANK,BC,REGINA INTER TERM,SK,Fish meal,1,1382.5,24,21.77,2224.86,0.62,3.74
2024-10-01,FAIRVIEW COVE IMPEX,NS,MONTREAL TASCH YARD,PQ,Spelt,1,764.1,23,20.87,1229.67,0.33,1.98
2024-08-01,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Kiwi fruit,1,1101.2,3,2.72,1772.16,0.06,0.37
2024-08-09,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Broccoli,1,2757.8,11,9.98,4438.13,0.57,3.42
2024-09-19,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Straw,1,1101.2,3,2.72,1772.16,0.06,0.37
2024-10-01,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Fox,1,1101.2,27,24.49,1772.16,0.55,3.35
2024-10-03,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,"Sheep, ewes and rams",1,764.1,22,19.96,1229.67,0.31,1.89
2024-08-01,FAIRVIEW COVE IMPEX,NS,MONTREAL TASCH YARD,PQ,Anise,1,764.1,27,24.49,1229.67,0.38,2.33
2024-08-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Camelina,1,3073.8,14,12.7,4946.67,0.8,4.85
2024-08-27,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Prepared feed and protein supplements (itemized),1,3073.8,23,20.87,4946.67,1.32,7.97
2024-08-16,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Horseradish,1,2737.3,4,3.63,4405.14,0.2,1.23
2024-09-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Nectarines,1,3073.8,8,7.26,4946.67,0.46,2.77
2024-09-18,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Elk,1,764.1,22,19.96,1229.67,0.31,1.89
2024-08-27,ROBERTS BANK,BC,EDMONTON INTER TERM,AB,Strawberries,1,766.3,11,9.98,1233.21,0.16,0.95
2024-08-09,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Grapefruit,1,2757.8,8,7.26,4438.13,0.41,2.49
2024-08-01,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Gooseberries,1,1101.2,30,27.22,1772.16,0.62,3.72
2024-08-06,ROBERTS BANK,BC,MALPORT,ON,Grapefruit,1,2765.7,16,14.52,4450.84,0.82,4.99
2024-08-27,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Llamas,1,2757.8,11,9.98,4438.13,0.57,3.42
2024-09-25,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Mushrooms (including spawn),1,1101.2,9,8.16,1772.16,0.18,1.12
2024-10-04,CALGARY LOG PARK,AB,ROBERTS BANK,BC,Pepper,1,988.7,30,27.22,1591.11,0.55,3.34
2024-09-17,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Mustard leaves,1,2757.8,9,8.16,4438.13,0.46,2.8
2024-08-09,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Sea buckthorn,1,2737.3,9,8.16,4405.14,0.46,2.78
2024-08-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Pears,1,3073.8,12,10.89,4946.67,0.69,4.16
2024-08-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Cucumbers,1,2757.8,11,9.98,4438.13,0.57,3.42
2024-08-27,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Tomatoes,1,2737.3,17,15.42,4405.14,0.87,5.25
2024-08-06,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Tobacco,1,1101.2,3,2.72,1772.16,0.06,0.37
2024-10-01,FAIRVIEW COVE IMPEX,NS,MONTREAL TASCH YARD,PQ,Nuts (all),1,764.1,12,10.89,1229.67,0.17,1.03
2024-09-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Livestock owners custom feeding expense (itemized) – Qualifying feed and protein supplements,1,3073.8,13,11.79,4946.67,0.74,4.5
2024-09-06,ROBERTS BANK,BC,ARCADIA,WI,Milk and cream (non-supply managed),1,2255.4,3,2.72,3629.62,0.13,0.76
2024-08-09,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Custom feedlot operator income (non-itemized invoices) – Qualifying prepared feed,1,2757.8,11,9.98,4438.13,0.57,3.42
2024-09-27,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Trees (cultivated Christmas),1,2457.7,17,15.42,3955.18,0.78,4.71
2024-09-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Collards,1,2757.8,6,5.44,4438.13,0.31,1.87
2024-09-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Arugula/Rocket,1,2757.8,30,27.22,4438.13,1.54,9.33
2024-08-27,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Chives,1,2757.8,28,25.4,4438.13,1.44,8.7
2024-09-25,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Peppers,1,1101.2,24,21.77,1772.16,0.49,2.98
2024-08-06,ROBERTS BANK,BC,EDMONTON INTER TERM,AB,Chives,1,766.3,11,9.98,1233.21,0.16,0.95
2024-08-28,FAIRVIEW COVE IMPEX,NS,VANCOUVER INTER TER,BC,Green peas,1,3795.3,7,6.35,6107.78,0.49,2.99
2024-08-27,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Llamas,1,2757.8,8,7.26,4438.13,0.41,2.49
2024-09-24,EDMONTON INTER TERM,AB,ROBERTS BANK,BC,Bedding plants,1,767.9,27,24.49,1235.78,0.39,2.34
2024-08-27,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Haskap,1,2757.8,22,19.96,4438.13,1.13,6.84
2024-08-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Oilseed radish,1,3073.8,5,4.54,4946.67,0.29,1.73
2024-08-27,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Raspberries,1,3073.8,4,3.63,4946.67,0.23,1.39
2024-08-16,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Fireweed,1,2457.7,16,14.52,3955.18,0.73,4.43
2024-08-09,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Endive,1,2757.8,21,19.05,4438.13,1.08,6.53
2024-08-27,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Triticale,1,3073.8,24,21.77,4946.67,1.37,8.32
2024-09-20,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Borage,1,764.1,32,29.03,1229.67,0.46,2.76
2024-08-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Arugula/Rocket,1,2757.8,10,9.07,4438.13,0.51,3.11
2024-09-24,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Lupins,1,1101.2,4,3.63,1772.16,0.08,0.5
2024-09-10,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Echinacea,1,1101.2,10,9.07,1772.16,0.21,1.24
2024-09-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Honey,1,2757.8,3,2.72,4438.13,0.15,0.93
2024-09-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Mixed grain,1,2757.8,6,5.44,4438.13,0.31,1.87
2024-08-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Field peas,1,2757.8,11,9.98,4438.13,0.57,3.42
2024-08-09,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Sweet corn,1,2757.8,8,7.26,4438.13,0.41,2.49
2024-09-09,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Monarda,1,1101.2,20,18.14,1772.16,0.41,2.48
2024-09-13,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Arugula/Rocket,1,764.1,21,19.05,1229.67,0.3,1.81
2024-08-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Stevia,1,3073.8,5,4.54,4946.67,0.29,1.73
2024-08-27,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Custom feedlot operator income (non-itemized invoices) – Qualifying prepared feed,1,2757.8,13,11.79,4438.13,0.67,4.04
2024-08-16,ROBERTS BANK,BC,ARCADIA,WI,Chinese vegetables,1,2255.4,6,5.44,3629.62,0.25,1.53
2024-08-09,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Raspberries,1,2757.8,3,2.72,4438.13,0.15,0.93
2024-09-06,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Ducks,1,1101.2,5,4.54,1772.16,0.1,0.62
2024-10-02,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Ostriches,1,764.1,26,23.59,1229.67,0.37,2.24
2024-08-27,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Kohlrabi,1,3073.8,6,5.44,4946.67,0.34,2.08
2024-10-01,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Asparagus,1,1101.2,28,25.4,1772.16,0.57,3.48
2024-08-16,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Chickens,1,2737.3,22,19.96,4405.14,1.12,6.79
2024-08-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Carrots,1,2757.8,29,26.31,4438.13,1.49,9.02
2024-08-19,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Dill,1,2757.8,16,14.52,4438.13,0.82,4.97
2024-08-19,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,"Currants (black, red)",1,2757.8,16,14.52,4438.13,0.82,4.97
2024-10-01,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Apricots,1,1101.2,15,13.61,1772.16,0.31,1.86
2024-08-27,ROBERTS BANK,BC,EDMONTON INTER TERM,AB,Barley,1,766.3,19,17.24,1233.21,0.27,1.64
2024-08-06,ROBERTS BANK,BC,ARCADIA,WI,Hops,1,2255.4,8,7.26,3629.62,0.34,2.03
2024-08-27,ROBERTS BANK,BC,EDMONTON INTER TERM,AB,"Cattle, purebred breeding",1,766.3,12,10.89,1233.21,0.17,1.04
2024-08-09,MONTREAL TASCH YARD,PQ,ROBERTS BANK,BC,Potatoes and by-products,1,3066.6,10,9.07,4935.08,0.57,3.46
2024-08-07,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Pigeons,1,1101.2,25,22.68,1772.16,0.51,3.1
2024-09-17,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Prepared feed and purchases (non-itemized),1,1101.2,6,5.44,1772.16,0.12,0.74
2024-08-07,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Gherkins,1,1101.2,10,9.07,1772.16,0.21,1.24
2024-09-25,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Mixed grain,1,1101.2,22,19.96,1772.16,0.45,2.73
2024-08-09,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Marjoram,1,3073.8,2,1.81,4946.67,0.11,0.69
2024-08-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Basil,1,2757.8,12,10.89,4438.13,0.62,3.73
2024-08-06,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Bee by-products,1,764.1,3,2.72,1229.67,0.04,0.26
2024-10-02,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Parsley,1,1101.2,30,27.22,1772.16,0.62,3.72
2024-09-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Monarda,1,2757.8,6,5.44,4438.13,0.31,1.87
2024-08-16,ROBERTS BANK,BC,ARCADIA,WI,Tobacco,1,2255.4,5,4.54,3629.62,0.21,1.27
2024-08-06,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Hops,1,2457.7,16,14.52,3955.18,0.73,4.43
2024-08-06,ROBERTS BANK,BC,DETROIT INTER TERM,MI,Pears,1,2737.3,21,19.05,4405.14,1.07,6.48
2024-09-19,MONTREAL TASCH YARD,PQ,FAIRVIEW COVE IMPEX,NS,Apples,1,764.1,22,19.96,1229.67,0.31,1.89
2024-09-10,CALGARY LOG PARK,AB,ROBERTS BANK,BC,Sweet potatoes/Yams,1,988.7,28,25.4,1591.11,0.52,3.12
2024-09-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Wheat,1,2757.8,6,5.44,4438.13,0.31,1.87
2024-09-06,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Broccoflower,1,2757.8,13,11.79,4438.13,0.67,4.04
2024-09-06,ROBERTS BANK,BC,MALPORT,ON,Parsley,1,2765.7,10,9.07,4450.84,0.52,3.12
2024-09-06,ROBERTS BANK,BC,EDMONTON INTER TERM,AB,Basil,1,766.3,15,13.61,1233.21,0.21,1.3
2024-09-25,WINNIPEG SYMING YAR,MB,FAIRVIEW COVE IMPEX,NS,Vegetable seed (seed production only),1,2270.5,11,9.98,3653.92,0.47,2.82
2024-09-25,WINNIPEG SYMING YAR,MB,FAIRVIEW COVE IMPEX,NS,Custom feedlot operator income (itemized invoices) – Qualifying feed and protein supplements,1,2270.5,13,11.79,3653.92,0.55,3.33
2024-08-30,WINNIPEG SYMING YAR,MB,FAIRVIEW COVE IMPEX,NS,Mink,1,2270.5,15,13.61,3653.92,0.63,3.84
2024-09-26,WINNIPEG SYMING YAR,MB,FAIRVIEW COVE IMPEX,NS,Fiddleheads,1,2270.5,10,9.07,3653.92,0.42,2.56
2024-08-23,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Wild boar,1,1101.2,26,23.59,1772.16,0.53,3.23
2024-09-06,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Reindeer,1,1101.2,19,17.24,1772.16,0.39,2.36
2024-08-06,ROBERTS BANK,BC,CHICAGO INTER TERM,IL,Pheasants,1,2457.7,3,2.72,3955.18,0.14,0.83
2024-08-01,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Fox,1,1101.2,26,23.59,1772.16,0.53,3.23
2024-08-29,MALPORT,ON,ROBERTS BANK,BC,Flaxseed,1,2758.5,18,16.33,4439.25,0.93,5.6
2024-08-01,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Blackberries,1,1101.2,26,23.59,1772.16,0.53,3.23
2024-08-01,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Garlic,1,1101.2,26,23.59,1772.16,0.53,3.23
2024-09-30,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Khorasan wheat/Kamut,1,1101.2,12,10.89,1772.16,0.25,1.49
2024-08-09,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Grapes,1,2757.8,15,13.61,4438.13,0.77,4.66
2024-09-13,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Brussels sprouts,1,1101.2,24,21.77,1772.16,0.49,2.98
2024-09-13,BRAMPTON INTER TERM,ON,FAIRVIEW COVE IMPEX,NS,Prepared feed and protein supplements (itemized),1,1101.2,24,21.77,1772.16,0.49,2.98
2024-09-06,ROBERTS BANK,BC,DETROIT INTER TERM,MI,"Cattle, cows and bulls",1,2737.3,19,17.24,4405.14,0.97,5.86
2024-08-01,FAIRVIEW COVE IMPEX,NS,BRAMPTON INTER TERM,ON,Lettuce,1,1101.2,26,23.59,1772.16,0.53,3.23
2024-09-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Arugula/Rocket,1,2757.8,4,3.63,4438.13,0.21,1.24
2024-08-06,ROBERTS BANK,BC,EDMONTON INTER TERM,AB,Cumin,1,766.3,29,26.31,1233.21,0.41,2.51
2024-09-06,ROBERTS BANK,BC,MONTREAL TASCH YARD,PQ,Partridge,1,3073.8,29,26.31,4946.67,1.66,10.05
2024-08-16,ROBERTS BANK,BC,BRAMPTON INTER TERM,ON,Oregano,1,2757.8,6,5.44,4438.13,0.31,1.87
